id,raq_01,raq_02,raq_03,raq_04,raq_05,raq_06,raq_07,raq_08,raq_09,raq_10,raq_11,raq_12,raq_13,raq_14,raq_15,raq_16,raq_17,raq_18,raq_19,raq_20,raq_21,raq_22,raq_23
4497li,2,2,1,3,5,1,3,3,5,2,2,3,2,4,5,5,3,3,2,4,5,3,3
6da91w,2,2,1,2,2,5,4,3,2,3,2,4,4,4,2,3,3,5,3,4,4,3,3
8868o6,2,2,3,3,2,4,4,2,2,2,2,3,2,3,4,4,2,2,2,2,3,2,4
hn43u3,3,1,4,3,3,1,2,2,3,2,2,2,3,3,4,4,2,3,1,3,3,3,3
274j6n,2,2,3,3,4,2,2,4,1,4,4,4,3,3,4,4,4,3,4,5,4,2,4
ioty3g,2,1,3,2,2,2,2,3,2,2,3,3,2,3,3,3,3,3,1,4,3,3,3
1wm53i,3,1,2,4,2,2,3,3,2,4,2,4,3,2,2,3,3,3,2,1,2,2,4
20m69q,3,2,3,3,2,1,1,1,4,1,1,3,2,3,2,3,1,1,2,4,3,4,3
q6d3m9,2,1,2,2,2,2,2,1,2,3,2,3,2,2,2,3,2,3,2,3,2,2,4
76e1dm,4,1,1,5,5,4,4,2,1,4,4,5,5,3,3,5,5,5,2,5,5,3,3
ww0ik6,3,1,1,3,3,1,4,1,1,1,1,5,4,2,4,3,1,4,2,5,5,5,4
9fnhw1,3,2,4,3,4,2,2,2,4,2,2,3,1,2,1,2,2,3,2,3,2,5,5
hutfc2,3,1,1,3,2,4,4,3,2,3,4,4,3,3,4,3,3,3,4,4,3,4,3
828ttw,2,1,4,2,2,4,4,2,4,2,2,4,2,2,2,2,2,4,4,4,4,4,4
9trn9k,2,1,2,4,4,3,3,2,1,2,3,3,3,3,3,3,3,2,4,3,4,3,4
585r72,3,1,3,4,4,2,2,2,4,2,2,4,3,4,4,3,2,3,1,4,4,3,5
au9132,3,2,2,4,2,2,4,2,5,3,3,3,2,4,4,3,3,3,3,4,4,3,5
cijr2d,5,2,1,5,4,5,5,3,5,1,1,5,1,1,3,2,5,3,3,5,5,1,2
r3l4yq,3,2,4,3,2,2,3,2,4,2,3,3,1,3,2,2,2,3,1,3,4,3,1
077eww,2,1,3,2,2,2,2,2,4,2,2,4,2,3,2,4,2,3,3,1,4,2,2
16nvnu,1,2,4,2,2,1,1,2,3,2,2,2,2,2,2,2,2,2,4,3,3,3,4
vq83w1,3,2,1,2,3,3,3,2,4,2,2,3,3,3,3,3,2,3,1,4,4,4,4
k2fyd2,3,5,3,2,3,1,2,1,5,1,1,4,2,2,1,3,2,1,4,3,3,5,5
whys47,4,1,2,4,2,2,3,2,1,4,2,3,3,4,4,4,3,3,2,4,3,2,4
uvd383,2,1,2,3,3,3,4,2,3,2,2,2,2,3,2,2,2,3,4,4,3,2,3
4198o4,3,1,2,3,3,3,3,4,4,2,4,3,2,4,3,3,3,3,3,4,4,3,3
usx655,3,2,2,3,4,5,4,2,3,4,2,5,4,5,2,3,2,5,1,3,5,2,3
7q7775,4,1,1,4,4,2,4,2,4,5,2,5,2,5,5,5,2,3,2,5,5,3,3
9i76op,3,1,3,2,2,2,3,2,4,4,2,3,4,3,4,3,2,2,1,3,2,5,3
ix1897,3,1,3,3,2,2,2,2,3,2,2,4,3,3,4,3,2,2,2,5,2,3,3
bvm23y,2,1,2,2,1,2,2,3,4,2,3,2,2,3,2,2,2,2,2,4,2,3,4
7sf964,2,2,1,3,3,3,3,2,2,2,2,3,2,3,4,3,3,2,2,5,4,3,3
cs2g85,3,1,3,3,4,1,1,3,1,1,1,3,2,3,2,3,2,2,1,4,3,5,5
2216k4,2,2,2,3,4,2,3,3,2,4,2,3,3,4,4,3,3,3,2,4,4,1,2
o761p1,3,1,3,4,3,2,3,2,1,3,2,4,3,3,3,3,3,3,1,3,3,1,3
g83nen,3,1,3,4,2,2,4,2,2,2,2,3,2,4,2,3,2,3,2,5,4,3,4
o2icr6,1,2,3,2,3,3,2,2,5,1,1,2,1,3,2,1,1,2,2,2,2,3,4
xg1rh2,2,1,3,2,3,1,2,2,2,3,2,2,2,4,1,3,2,2,1,3,2,4,4
fqkfp4,3,1,2,3,3,2,3,4,3,2,4,3,3,4,2,3,4,2,2,4,4,2,3
7s1u5b,3,2,2,3,3,4,4,2,5,2,2,3,2,3,3,3,3,3,2,3,3,4,4
k73g4h,2,1,3,2,2,4,4,2,4,2,3,3,3,2,2,2,2,3,2,3,4,4,4
8816a1,2,3,3,2,1,4,2,2,4,2,2,4,3,4,2,2,2,3,1,2,3,3,3
38122n,4,5,1,5,5,5,5,3,3,3,4,5,3,4,4,3,4,4,1,5,4,2,4
t95q72,2,1,2,3,4,3,4,2,2,4,2,3,3,4,4,4,3,3,2,4,3,2,3
a6or61,3,1,4,1,3,1,1,2,4,1,2,3,2,1,1,3,1,1,4,5,2,3,3
w8q866,5,1,1,5,5,1,5,3,5,2,1,5,5,5,2,5,3,5,1,5,5,4,4
5bqx7t,3,2,2,3,4,1,2,2,4,2,2,3,2,4,2,3,2,1,1,5,4,5,4
411jfv,4,1,1,3,2,2,2,4,2,2,3,5,2,2,4,4,4,3,2,4,4,2,3
5692ta,2,1,2,2,1,3,4,1,2,2,2,3,3,3,5,3,1,3,4,4,2,2,4
3tyig9,1,1,3,1,2,2,2,1,4,2,1,2,2,2,2,2,2,1,3,3,2,3,3
44ofl6,3,1,2,3,2,3,4,2,4,2,3,3,3,4,3,3,2,4,2,4,4,2,4
38096k,2,1,4,2,4,1,1,2,5,2,2,3,2,2,3,2,2,2,5,5,4,2,5
3b9yi8,2,3,3,3,2,2,2,2,4,2,1,4,2,2,2,2,2,2,4,4,4,3,4
15eody,3,3,4,3,2,2,2,2,4,2,2,2,2,2,3,3,2,2,4,4,2,3,3
l16se8,2,1,2,3,2,4,4,3,1,2,3,5,3,3,3,3,3,4,2,5,4,3,4
724433,3,3,3,2,3,2,2,2,3,2,1,3,2,3,2,3,2,2,3,3,3,2,3
803a67,1,4,4,1,1,1,1,1,5,1,1,1,1,1,1,2,1,1,5,5,2,4,4
226pys,3,4,2,4,4,1,3,2,4,2,2,2,2,3,2,4,2,3,2,2,2,4,1
kc0c2g,3,1,1,4,3,1,4,3,1,2,3,5,4,3,3,4,3,3,1,5,5,3,4
gmr3h7,2,2,4,2,2,2,2,2,4,2,2,2,2,2,2,2,2,2,4,2,2,4,4
0uj3k9,4,1,1,4,5,2,3,4,1,3,3,5,4,5,5,5,5,4,1,3,2,1,3
b308l5,2,2,2,2,2,2,4,2,4,2,2,3,2,3,4,4,2,1,2,4,4,4,4
hunjja,2,1,3,3,2,2,2,4,3,2,3,4,2,5,2,4,3,3,3,5,3,1,3
1jc4fo,2,1,1,5,4,4,5,1,3,3,4,5,3,5,4,5,5,4,1,3,4,2,3
rwlwl6,5,1,1,4,5,5,3,2,4,2,3,4,4,3,4,5,1,5,3,5,5,3,5
031888,2,1,3,2,3,2,5,2,5,1,2,4,5,4,5,2,3,2,1,5,4,1,4
50b976,3,1,2,3,4,3,4,2,1,4,3,4,4,4,2,3,2,3,1,5,3,1,3
55128c,2,1,2,2,2,2,2,2,3,2,2,3,2,3,3,3,2,2,2,5,3,3,3
5941if,5,1,1,2,4,1,2,2,1,2,2,4,3,4,3,4,2,3,2,5,5,3,4
p1seih,2,2,2,2,2,4,4,2,4,2,2,4,4,4,2,3,2,4,1,4,2,2,4
sjh28a,3,1,3,3,3,5,5,2,4,3,2,3,2,5,3,3,3,4,2,3,3,3,4
al84g6,3,3,3,3,2,2,4,3,5,1,1,3,3,5,3,3,1,4,1,5,5,5,3
727kob,3,1,2,4,3,3,3,1,1,2,2,4,3,3,4,4,3,2,2,5,4,3,5
898766,2,1,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,4,3,3,4
1u8w9a,3,1,2,3,3,2,3,3,1,1,3,4,4,5,2,2,3,2,1,5,3,2,5
485m2p,2,1,2,4,4,2,2,3,2,2,3,4,4,4,4,4,2,3,2,4,3,3,4
66sfjg,2,1,4,2,2,1,2,1,3,2,1,4,1,2,2,3,1,2,4,3,2,4,4
ar3r31,2,1,3,2,3,2,2,2,3,2,2,3,2,2,2,3,2,2,2,3,3,3,2
yph3w1,4,1,1,3,5,5,5,3,2,3,4,5,2,1,5,4,1,1,1,5,3,4,3
sov218,1,3,3,3,2,2,3,2,1,3,1,3,3,3,2,3,2,3,2,4,3,3,1
c475g1,1,1,5,1,3,2,2,2,4,2,1,2,1,2,2,2,1,2,3,3,2,4,4
97f31g,2,3,3,4,2,2,2,3,4,3,3,3,2,2,5,2,3,3,3,2,2,4,4
o6ex2g,2,2,3,3,3,2,2,2,3,2,2,2,2,2,2,3,3,2,3,3,3,3,3
6dajup,2,2,1,1,1,1,2,1,2,2,1,1,1,1,1,2,1,1,3,3,1,4,4
98d327,1,2,3,3,3,2,2,2,3,2,1,2,2,2,2,3,2,2,4,3,4,3,3
304n83,2,1,3,2,5,1,5,2,4,2,2,3,3,2,3,3,3,3,2,5,4,3,2
y5wjv2,2,1,1,1,1,1,5,1,1,1,1,5,3,5,5,5,1,3,1,5,5,1,4
32q134,2,1,3,2,4,2,5,2,4,5,2,3,2,2,2,3,3,3,2,3,3,3,2
cie3ct,4,1,1,4,4,1,4,2,4,1,2,5,3,4,1,4,2,4,1,4,5,2,2
4q665j,3,2,3,4,3,1,2,3,1,2,3,4,3,3,3,4,3,3,2,5,4,3,4
0kve31,2,5,3,3,2,2,2,2,2,2,2,3,2,3,3,3,2,2,3,2,2,2,3
44y45u,3,1,1,3,4,1,2,2,3,2,1,4,3,2,3,4,2,4,1,3,3,2,3
732677,2,2,3,3,2,1,2,2,4,2,2,3,2,2,2,3,3,1,2,4,3,3,3
25mcdr,2,1,3,3,3,2,2,2,3,2,2,3,2,2,2,3,3,2,3,3,3,3,3
e4a5v5,2,1,3,3,2,1,2,1,4,1,1,2,2,2,1,2,1,1,5,2,2,3,4
44g41g,2,3,4,4,2,4,2,2,3,3,2,3,3,4,4,3,3,4,4,2,3,2,2
46847u,2,1,1,2,3,1,1,1,1,1,1,2,1,1,1,2,1,1,2,1,5,4,4
8y77vu,2,1,3,3,3,2,3,3,1,2,3,3,2,2,3,2,3,2,3,4,4,3,4
etvhpm,2,1,1,3,2,5,5,1,1,3,3,5,3,3,5,3,3,5,2,3,3,2,4
426s24,2,4,3,3,2,1,2,2,4,2,1,2,1,1,3,3,1,2,1,4,2,2,3
mhcmlu,3,1,3,3,1,3,4,2,5,1,1,5,3,3,1,3,3,3,4,4,3,2,1
5c704y,3,1,1,4,4,4,5,2,1,3,4,4,4,2,4,3,4,4,1,4,4,4,1
m9ys7x,1,1,3,2,2,2,3,2,3,2,2,3,2,3,3,2,2,3,3,4,4,2,4
ue1h9j,2,1,2,3,3,2,5,2,2,2,2,5,2,4,4,4,4,4,1,2,5,1,1
vy8628,2,1,1,4,3,5,4,3,1,3,4,4,4,3,4,3,2,4,2,4,4,3,2
5ppl8a,2,3,3,2,3,2,3,2,4,2,2,3,3,3,2,3,3,3,2,3,3,2,3
oor4pj,1,2,5,1,2,2,2,2,5,2,2,3,2,3,3,2,2,2,4,3,2,3,5
6nc7ij,3,3,2,3,3,2,3,3,3,3,3,4,3,2,2,3,2,2,4,3,3,1,3
mnu11f,2,2,3,2,2,1,2,2,3,2,2,2,2,2,2,3,2,1,3,3,2,3,5
2g7h57,3,2,2,4,3,1,2,5,5,3,5,2,2,2,2,2,4,2,1,5,2,4,5
csu9q7,2,3,4,2,2,2,3,2,3,2,2,3,2,2,3,3,2,2,3,3,2,3,4
3q785e,2,1,1,2,2,2,1,4,3,3,4,3,3,4,2,3,3,3,1,5,4,2,1
4h93ii,3,2,1,3,3,5,5,3,4,4,2,4,4,5,3,4,3,5,2,4,4,3,2
kdp0m9,2,4,3,3,3,2,2,2,4,2,2,2,2,2,2,2,3,2,2,3,2,3,4
uq1ab4,3,3,2,2,2,1,2,2,3,1,2,2,2,1,2,3,2,1,4,3,2,2,4
15n8f1,3,1,3,2,2,4,4,4,4,2,3,4,4,4,4,3,4,4,3,2,3,4,3
67k129,2,1,2,2,3,2,3,1,1,2,1,3,3,4,1,2,2,2,1,1,2,1,2
e724ck,2,2,3,3,3,2,4,2,1,2,2,4,3,4,3,2,2,4,2,5,4,3,5
67b79x,3,2,4,1,1,1,2,1,3,2,1,4,2,2,2,2,2,3,3,4,3,3,4
t45jf6,2,1,1,3,3,5,5,2,4,4,2,3,4,5,4,3,2,5,2,4,4,2,4
696jfh,1,2,2,2,3,2,3,1,4,2,1,3,2,3,2,3,2,2,2,2,3,3,4
qd8t8q,2,3,3,2,4,1,3,2,3,2,2,2,1,3,2,2,2,2,3,4,3,4,3
48g44f,2,1,3,2,3,3,3,2,4,2,1,2,2,3,3,2,2,3,4,2,2,1,3
m3om6j,3,2,1,3,4,2,3,3,2,3,3,3,2,3,4,4,2,2,1,4,4,2,3
4x92q8,2,1,3,2,3,2,4,2,4,2,2,3,3,3,3,2,2,2,2,2,2,3,3
ynpeg6,2,2,3,3,3,1,2,2,4,4,2,3,2,2,2,2,2,2,2,4,2,4,4
cw1cbe,3,2,4,3,2,2,4,1,4,1,1,5,4,2,2,2,1,4,2,3,4,2,2
ugj157,2,2,3,4,2,2,4,4,4,2,3,3,4,3,4,3,4,4,2,4,4,4,4
xfh6af,2,4,1,3,2,2,2,2,1,2,2,2,2,3,4,3,2,2,1,5,4,3,4
o671i5,3,1,4,2,2,1,2,2,1,2,1,3,2,2,2,3,2,2,2,2,2,3,4
vjfinv,2,2,1,2,3,2,4,2,2,3,2,4,2,4,3,4,2,3,2,3,2,4,4
5455ox,2,1,1,2,2,3,4,3,4,3,3,5,4,3,4,4,2,4,1,1,2,2,4
y7d3c5,3,2,2,3,3,2,3,4,2,3,3,3,3,4,3,3,2,3,3,3,3,3,4
4g61kl,1,2,3,2,2,2,2,1,5,2,1,2,2,2,2,2,2,2,2,4,2,4,4
6uce48,2,1,2,3,2,1,2,2,1,2,2,4,2,3,4,2,2,2,2,4,4,2,4
8cpk0q,2,3,3,2,2,1,1,1,5,1,1,3,1,1,3,3,2,1,5,3,3,5,5
4dbit5,4,4,2,4,2,2,4,4,5,1,3,4,3,4,4,4,4,3,1,2,2,5,3
1289dg,3,1,2,3,4,2,3,3,1,3,4,3,3,3,4,4,4,3,3,5,3,2,3
mg765f,4,1,2,4,4,4,3,2,2,4,2,4,4,3,4,4,3,4,2,4,3,3,4
sxu7r9,1,1,3,4,2,5,3,2,4,4,2,3,5,3,4,2,1,3,3,5,2,2,4
ohr7ju,2,1,3,3,4,3,3,3,4,4,2,5,3,3,3,2,3,2,1,4,5,4,5
d10eix,1,1,4,2,3,1,2,1,1,1,1,3,2,2,2,3,2,2,4,4,2,5,4
kc2hyq,3,2,3,3,3,2,4,1,5,2,2,4,3,3,2,3,2,4,2,3,3,4,4
qi14f4,2,1,3,3,2,1,3,2,4,2,2,3,2,3,2,4,2,3,1,4,3,3,4
af2gd2,1,1,4,1,2,2,2,1,5,2,1,2,2,2,2,2,1,2,4,1,2,3,3
6cqkst,2,1,2,4,4,2,4,5,3,2,4,5,4,3,2,2,4,2,1,5,4,2,4
2h2kk5,3,1,1,4,5,3,4,4,1,2,4,5,4,2,4,5,2,3,1,5,5,1,5
h484ab,2,1,3,3,2,2,2,2,3,2,2,3,2,3,2,2,2,2,3,4,3,3,4
31r839,5,1,1,5,5,5,5,5,1,5,5,5,5,5,5,5,5,5,1,5,5,1,1
19w0g3,3,2,4,3,3,2,3,3,5,3,3,3,3,3,2,3,3,3,1,2,3,2,3
443g2b,3,3,4,2,3,2,2,1,4,2,2,3,2,2,3,2,2,2,1,4,2,4,4
46547e,2,3,3,3,2,1,1,2,5,2,1,4,1,3,1,3,3,1,1,3,4,3,3
jqp43t,4,1,1,4,4,1,5,2,1,5,2,4,2,2,2,4,2,3,1,5,5,1,4
n74o37,3,3,5,4,2,1,2,1,1,1,2,3,2,1,3,3,3,3,3,4,4,5,4
3ad3hp,2,3,4,3,3,1,2,2,4,2,2,3,2,2,3,2,2,2,4,3,3,5,3
76s4p8,2,4,4,2,2,2,2,1,4,2,1,2,2,2,2,2,2,2,3,2,2,3,4
6jc15q,2,2,4,2,2,2,2,2,4,2,2,2,2,2,2,2,2,2,3,2,2,4,4
xigvt4,2,1,4,1,2,2,3,2,3,2,2,2,1,2,3,3,2,2,1,3,3,4,3
a6u061,1,2,1,3,5,2,4,4,3,4,3,5,3,2,5,5,4,4,1,5,5,2,3
n5xuvs,2,1,2,2,4,2,3,2,1,3,3,4,3,2,4,3,2,3,1,5,4,3,2
u65e10,2,1,1,3,2,2,2,2,2,2,3,4,3,5,4,3,4,4,1,5,4,1,4
1bn4w3,2,2,1,3,3,2,3,2,3,2,2,3,2,2,2,3,2,2,2,4,2,3,4
9kk3n2,4,1,4,4,3,2,2,2,1,3,2,4,2,3,4,4,2,2,2,4,3,2,3
r3gj82,2,1,4,4,2,3,2,2,4,2,3,4,2,5,2,3,3,2,2,5,5,5,3
976l1v,4,1,2,5,4,4,5,2,2,2,2,4,3,2,2,2,2,4,2,1,4,3,4
4q4hcf,3,1,2,4,3,4,5,3,4,4,4,4,4,4,4,4,4,5,2,5,4,2,4
5sg488,3,1,2,3,4,2,2,1,5,2,1,3,3,3,3,3,2,1,1,1,2,1,1
h1l39n,2,1,3,3,3,4,3,2,3,2,2,3,3,4,3,3,3,3,3,4,3,3,4
l7ioit,2,2,2,2,3,2,4,2,2,3,1,3,2,4,3,3,2,2,2,5,4,2,3
1aok85,1,1,3,3,3,2,3,2,1,2,2,3,3,3,2,1,2,3,1,5,4,2,4
oh4353,3,2,4,3,2,2,2,2,4,3,2,2,2,4,3,2,2,2,3,3,2,3,3
ylj124,2,1,4,2,2,1,2,2,4,2,2,2,2,2,2,2,2,2,4,3,2,2,4
o45gnx,3,2,3,4,3,2,4,1,1,2,2,4,1,3,3,2,2,3,2,4,4,4,4
4214b3,2,3,3,2,3,3,3,3,4,2,3,3,2,3,2,3,3,3,1,5,3,3,3
521q88,3,2,3,5,3,1,2,4,5,2,3,3,2,5,4,3,2,3,2,5,4,4,5
6ykm88,2,1,2,5,4,3,4,1,1,4,3,4,3,3,5,5,3,3,1,5,4,3,1
nn0ob2,2,1,3,2,4,2,2,3,4,2,3,3,2,3,3,3,3,2,1,3,3,3,4
akdc83,2,1,3,1,2,1,2,1,1,1,1,2,2,2,2,2,2,1,3,2,2,2,4
nlf75v,2,1,3,2,3,4,4,2,4,3,3,3,2,3,3,2,1,3,1,3,4,3,3
a61l4a,3,1,3,3,4,2,5,5,3,1,3,3,3,2,4,3,4,2,2,4,4,3,5
1jc2br,2,1,1,5,2,5,5,2,1,3,2,4,3,3,3,3,2,5,2,3,2,2,2
nylsp3,2,1,4,2,4,3,2,2,3,4,2,4,2,3,2,2,2,3,2,3,3,3,4
yhiyr7,1,4,4,2,2,1,1,1,5,1,1,2,2,2,2,2,2,1,4,3,1,5,5
u3n7o0,3,1,3,2,5,4,4,3,2,4,2,3,2,4,5,4,4,4,2,2,3,1,1
1f8a51,2,2,4,2,2,2,2,2,4,2,2,3,2,2,2,3,2,2,3,2,2,4,4
14b6y6,1,3,3,2,2,1,1,2,5,1,1,2,1,1,1,2,2,1,4,1,1,3,5
8j8065,2,1,2,3,3,1,2,3,2,2,2,2,3,2,3,2,2,3,2,2,2,3,1
p202g4,3,3,3,3,2,1,2,2,3,2,2,2,1,1,2,2,3,1,2,4,2,4,3
3la13u,3,3,4,3,2,1,2,2,4,2,2,3,2,2,2,1,2,2,4,4,3,4,4
l3od33,3,1,3,3,2,2,3,2,4,2,2,2,2,2,2,2,2,2,4,4,3,4,4
8re5a7,2,1,3,2,3,3,3,2,1,1,3,4,2,2,2,3,2,4,1,5,5,3,4
bnd828,4,1,1,5,3,4,4,2,1,4,2,5,4,3,5,5,3,3,1,4,5,2,5
151qp4,2,1,2,5,2,5,5,5,5,2,5,3,4,4,2,1,5,5,1,5,4,4,5
g8er53,1,2,4,2,2,3,3,2,3,3,3,3,3,2,3,3,3,2,4,3,3,3,2
a0a85l,1,3,4,2,2,1,2,3,3,3,4,3,2,2,2,4,4,2,2,3,4,3,3
ga427b,2,1,3,2,2,2,2,2,3,2,2,3,3,2,3,3,3,3,4,4,3,3,3
bx1rcf,2,1,2,4,2,2,2,2,1,4,2,4,1,4,3,3,2,2,5,4,2,2,2
l4976n,3,2,3,3,4,1,2,2,5,1,2,2,1,3,2,2,2,1,4,2,3,4,5
285j36,2,3,3,2,2,2,2,2,3,3,2,3,2,3,2,3,2,3,3,3,2,3,2
c3o44g,1,2,4,1,3,2,3,2,4,2,2,2,2,3,2,3,2,1,1,2,2,2,4
na17wa,2,1,4,4,2,2,1,1,2,2,1,4,1,3,4,2,1,2,2,2,2,3,4
y6la76,2,4,5,1,1,1,1,2,4,2,2,2,2,2,2,2,2,2,3,2,2,4,4
bo4g9o,2,1,1,4,2,2,4,2,1,2,3,4,3,4,4,3,3,3,2,4,4,2,2
uosgb6,2,5,3,4,3,2,4,2,4,2,2,3,3,2,3,3,2,3,3,3,3,2,3
165pp7,2,1,3,3,2,3,4,2,2,2,2,3,2,4,4,3,2,2,2,4,2,2,3
3syx33,1,1,3,1,2,1,2,2,3,1,1,3,1,3,1,2,1,2,4,3,2,3,1
788iqa,5,1,1,3,3,5,2,2,2,3,2,3,2,3,4,4,2,3,2,2,2,2,4
t71l58,3,4,4,3,3,1,2,1,4,2,1,3,1,2,3,3,2,2,3,4,3,4,4
i86l50,3,2,3,4,2,3,2,3,4,2,3,2,2,3,2,3,3,2,2,4,3,4,5
j3f3t0,2,1,2,2,1,1,2,1,1,1,1,2,1,3,4,1,1,1,1,4,1,1,4
9k7h8q,2,2,3,2,2,1,1,2,3,1,1,2,2,1,2,2,2,1,3,3,3,4,3
wg775c,2,2,4,1,2,2,2,2,2,4,2,2,1,2,2,2,2,2,4,3,2,3,3
625ef2,1,1,2,1,2,2,2,2,3,2,3,3,3,3,2,2,2,2,1,4,3,2,3
8qtkru,4,1,1,4,2,5,5,2,1,5,2,5,5,5,5,4,2,5,1,3,3,1,4
2tnscu,3,2,2,3,3,2,2,2,2,2,3,3,3,3,4,3,3,2,3,4,3,4,4
oda8nw,1,1,3,2,2,1,3,1,4,1,1,2,1,2,1,1,1,1,2,5,4,5,4
12dv5d,2,1,1,4,3,5,4,1,1,3,2,4,4,3,5,3,2,4,2,4,4,1,2
7j424j,2,1,4,4,5,1,2,3,1,1,2,4,1,4,4,3,2,2,1,5,5,1,5
6s52fl,3,1,2,4,4,3,5,3,3,4,3,4,3,4,4,5,2,5,1,5,5,3,3
368711,3,1,2,4,2,1,2,2,4,2,2,3,3,2,3,3,4,3,1,5,4,4,1
jvi74m,1,2,4,2,2,2,3,2,4,3,2,3,2,4,3,2,2,1,1,3,3,3,4
2ai6rk,3,2,2,3,3,3,4,2,1,4,2,3,4,4,3,4,2,4,3,5,4,3,4
ps45cj,4,1,2,2,2,2,3,2,3,2,3,4,5,3,4,4,3,3,1,5,3,2,5
1hjlvi,2,4,4,4,2,2,3,2,4,3,2,4,3,2,2,2,2,2,2,4,2,3,3
7yeen2,2,1,4,2,2,2,2,2,4,2,2,2,2,2,4,2,2,2,2,4,2,4,4
n047pj,3,1,3,2,2,2,2,2,2,2,2,3,3,3,2,3,2,3,2,5,4,3,3
5546ev,2,3,5,3,3,2,2,2,5,2,2,2,1,3,2,3,2,3,2,3,2,4,3
f1fyc3,2,1,5,2,2,3,2,2,4,2,2,3,2,2,2,2,2,2,3,2,2,4,4
jh12v2,2,3,3,4,3,2,2,2,4,2,2,3,2,3,2,3,3,4,2,3,3,3,3
2q9q28,2,1,4,2,2,2,2,2,2,4,2,3,2,2,2,2,3,2,2,4,3,2,3
371n93,3,2,3,4,2,1,1,1,4,2,1,4,2,3,1,3,1,4,4,4,2,4,5
o5y4y5,2,2,3,3,2,2,4,2,4,4,2,4,2,2,3,3,2,2,2,4,3,4,4
l3m54w,3,1,3,2,3,2,4,2,2,4,3,4,3,2,4,3,3,3,2,4,3,2,4
3fdq63,2,1,4,2,2,2,2,2,3,2,2,3,2,2,2,2,2,2,4,3,2,3,2
iio88h,1,1,4,4,2,2,2,2,2,2,2,3,2,2,2,3,2,2,3,4,2,3,4
9km3bt,1,4,4,2,3,1,2,1,4,3,2,3,2,2,1,1,1,1,4,2,2,4,4
7v57t4,2,1,3,2,2,2,3,2,4,2,2,3,2,2,2,2,2,2,2,3,3,2,4
8r27o8,4,2,3,4,2,1,2,3,4,2,3,3,3,2,2,3,3,3,3,4,4,3,3
2fb870,1,1,1,1,2,3,3,2,2,3,3,2,2,3,3,2,3,4,2,4,4,4,1
f2v440,2,2,1,3,4,4,4,4,4,2,3,3,3,3,4,3,4,2,2,4,3,2,4
48i5qr,1,1,1,3,3,1,3,1,3,3,2,4,2,2,1,2,2,1,3,5,5,3,4
d68n1i,4,1,1,4,3,1,5,2,2,2,5,5,4,5,5,5,4,5,1,5,4,3,4
ik3367,2,1,2,3,2,4,3,4,1,2,4,3,3,3,3,4,4,2,4,5,3,3,5
82ou30,3,1,1,2,3,2,3,4,3,3,4,3,2,4,4,4,4,4,2,5,5,3,4
029arc,3,1,1,3,2,5,5,2,5,5,3,5,5,5,3,3,5,5,3,5,5,1,2
2w6y66,2,1,3,2,2,2,3,2,3,3,2,3,3,3,2,2,1,2,2,3,2,3,4
68gex1,2,1,3,4,3,2,2,2,3,2,2,3,2,2,2,3,3,3,1,5,4,4,3
8f1486,3,1,3,2,5,1,2,2,3,2,2,4,1,3,3,4,3,2,1,5,3,3,4
gn0i50,3,1,2,4,4,5,4,3,3,3,3,5,5,3,3,3,4,4,1,4,4,3,3
74p2q5,2,1,2,1,2,3,4,2,5,2,2,3,3,3,3,2,3,3,2,3,3,3,2
u33gpu,3,3,2,3,3,2,2,2,2,2,2,3,2,2,2,3,2,2,3,4,3,2,2
d6hqre,3,2,2,2,2,2,4,4,4,3,2,3,3,2,2,3,3,2,4,5,3,3,4
e129f7,4,1,1,4,4,4,4,2,1,2,2,4,3,3,2,3,3,3,1,4,4,3,2
mvqyxl,1,1,3,2,1,1,3,2,3,1,2,4,2,3,2,2,2,1,1,5,4,5,5
86e739,2,1,1,3,3,4,4,5,5,3,5,5,1,5,4,3,4,2,1,5,3,1,4
nd402w,3,2,3,3,3,4,4,3,3,2,2,3,2,3,3,3,3,3,2,4,4,3,3
02v184,4,1,4,5,4,2,2,3,1,5,3,5,2,2,2,5,3,5,1,3,4,2,4
pr358c,3,3,3,2,2,1,3,2,2,1,1,2,2,2,3,3,2,1,2,3,2,2,3
urk51p,4,1,1,5,4,3,4,5,1,3,5,4,2,3,5,5,4,2,1,5,4,3,4
3aaw86,3,2,4,4,3,2,4,3,4,2,2,3,2,3,2,2,2,2,3,2,3,2,4
a3r92u,3,1,4,2,3,1,2,3,3,2,3,3,4,2,3,3,2,2,2,2,3,2,3
rx5d78,3,2,3,3,4,4,4,3,4,2,3,3,3,4,3,3,3,3,2,3,3,2,3
x8li25,2,1,2,2,2,2,4,1,2,4,2,4,4,4,4,2,2,2,1,4,4,1,2
04wbyn,1,1,1,2,2,5,2,2,1,2,3,4,4,2,2,4,2,4,4,4,4,2,2
g20mj2,2,1,2,4,5,2,3,2,1,3,4,4,4,5,4,3,3,3,2,5,4,1,3
dbtfj7,3,3,4,3,4,4,3,2,3,2,2,2,2,3,3,3,3,3,4,2,3,4,4
3k812t,2,2,1,2,3,2,2,2,3,3,4,4,2,3,3,3,2,2,2,3,3,3,3
p3v378,2,1,3,1,2,2,4,2,4,2,2,4,3,3,2,2,2,3,4,4,3,4,3
7el7c3,2,1,4,3,2,1,2,2,2,1,2,4,2,2,2,2,3,2,4,3,2,3,3
